iter	MultiCrossEntropy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9	F1:class=10	F1:class=11	F1:class=12	F1:class=13	F1:class=14	F1:class=15
511	0.1562554503	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016	0.8722526016
512	0.156236089	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069	0.8722586069
513	0.1562128183	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318	0.8723045318
514	0.1561958683	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616	0.8723255616
515	0.1561770635	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607	0.8723454607
516	0.1561349452	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249	0.8723744249
517	0.1561147706	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948	0.8723786948
518	0.1560721244	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943	0.8724907943
519	0.1560521068	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261	0.8725659261
520	0.1559973473	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184	0.8726450184
521	0.1559780146	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632	0.8726665632
522	0.1559472819	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117	0.8727700117
523	0.1559290763	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582	0.872807582
524	0.1559135959	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469	0.8728879469
525	0.1558882136	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566	0.8729668566
526	0.1558679677	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188	0.8729526188
527	0.1558189011	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058	0.8730007058
528	0.1557708189	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889	0.8730472889
529	0.1557356632	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605	0.873092605
530	0.1557008215	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214	0.8731082214
531	0.1556629978	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837	0.873207837
532	0.1556131321	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292	0.8731559292
533	0.1555673185	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326	0.8731616326
534	0.1555242585	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482	0.873145482
535	0.1554923131	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054	0.8731952054
536	0.1554698843	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195	0.8732035195
537	0.1554210887	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114	0.8733436114
538	0.1554071063	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426	0.8733815426
539	0.1553802688	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625	0.873400625
540	0.155347025	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387	0.8735117387
541	0.1553242109	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798	0.8735304798
542	0.15530796	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371	0.8735274371
543	0.1552821212	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013	0.8735570013
544	0.1552635732	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008	0.8735660008
545	0.1552348237	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691	0.8735858691
546	0.1552044335	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847	0.8736519847
547	0.155176212	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415	0.8736652415
548	0.1551483756	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922	0.8737131922
549	0.1551286862	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102	0.8737094102
550	0.1551102523	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881	0.8737304881
551	0.1550846132	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915	0.8737666915
552	0.1550642104	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172	0.8737203172
553	0.155040954	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725	0.8737950725
554	0.1550260443	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579	0.8738144579
555	0.1549989642	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375	0.8739606375
556	0.1549823851	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338	0.8739566338
557	0.1549604413	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093	0.8739999093
558	0.1549387972	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964	0.8740048964
559	0.1549151556	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108	0.8740460108
560	0.1549014443	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026	0.8741002026
561	0.1548808132	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918	0.8741091918
562	0.1548531481	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331	0.8741706331
563	0.1548204608	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963	0.874173963
564	0.1547922535	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182	0.8742496182
565	0.1547735486	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663	0.8742680663
566	0.1547454983	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918	0.8743481918
567	0.154718518	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642	0.8743649642
568	0.1546996418	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509	0.8743765509
569	0.154679239	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121	0.8744120121
570	0.15465467	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851	0.8744268851
571	0.1546385617	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126	0.8744595126
572	0.1546176881	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015	0.8744628015
573	0.1545922773	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484	0.8744656484
574	0.1545751846	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927	0.8744802927
575	0.1545496168	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107	0.8744623107
576	0.154527616	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776	0.8744757776
577	0.1545061574	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282	0.8744937282
578	0.1544807751	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979	0.8745123979
579	0.1544490723	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997	0.8746092997
580	0.1544351042	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601	0.8746246601
581	0.1544137597	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252	0.8746062252
582	0.1543971235	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955	0.874623955
583	0.1543858378	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008	0.8746145008
584	0.1543610975	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911	0.8747153911
585	0.1543416364	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793	0.8747387793
586	0.1543220753	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241	0.874735241
587	0.1543104757	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587	0.8747470587
588	0.1542942961	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328	0.8747664328
589	0.1542811841	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838	0.8747732838
590	0.1542515215	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648	0.8747881648
591	0.1542162232	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548	0.8748455548
592	0.1541907268	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401	0.8748363401
593	0.1541747469	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547	0.8748710547
594	0.1541625053	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834	0.8748868834
595	0.1541471817	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821	0.8749005821
596	0.1541247529	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885	0.8749456885
597	0.1541030802	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369	0.8749610369
598	0.1540807798	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135	0.8749955135
599	0.1540627739	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001	0.8749719001
600	0.1540294303	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805	0.874994805
601	0.1540151055	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219	0.8749962219
602	0.1540031349	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292	0.8750420292
603	0.1539838878	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686	0.8750651686
604	0.1539629285	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866	0.8751581866
605	0.1539459071	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348	0.8751598348
606	0.1539318106	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322	0.8751971322
607	0.1539153457	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687	0.8752294687
608	0.1538846558	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995	0.8753285995
609	0.1538592593	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863	0.8753592863
610	0.1538424377	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534	0.875363534
611	0.1538247742	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481	0.8753774481
612	0.1538033299	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201	0.8754624201
613	0.1537867222	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978	0.8754838978
614	0.1537722833	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131	0.8754952131
615	0.1537568171	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301	0.8754940301
616	0.1537448465	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279	0.8754947279
617	0.1537330328	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215	0.8754973215
618	0.1537187081	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573	0.8755178573
619	0.1537048969	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672	0.8755310672
620	0.1536976489	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501	0.8755381501
621	0.1536822683	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104	0.8755254104
622	0.1536687853	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999	0.8755463999
623	0.1536478689	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896	0.8756091896
624	0.1536314467	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675	0.8756228675
625	0.1535862751	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173	0.8756134173
626	0.1535704523	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724	0.8756190724
